filename,cluster_label
D004_c_0004823_patch_1_2.png,1
D004_c_0004824_patch_2_1.png,1
D004_c_0004825_patch_2_2.png,1
D004_c_0004826_patch_2_1.png,3
D004_c_0004829_patch_2_0.png,1
D004_c_0004830_patch_1_2.png,1
D004_c_0004831_patch_2_1.png,3
D004_c_0004836_patch_2_2.png,3
D004_c_0004839_patch_2_1.png,3
D004_c_0004840_patch_2_1.png,3
D004_c_0004842_patch_1_2.png,1
D004_c_0004844_patch_2_1.png,3
D004_c_0004845_patch_2_1.png,3
D004_c_0004849_patch_2_2.png,3
D004_c_0004851_patch_2_1.png,3
D004_c_0004854_patch_2_2.png,3
D004_c_0004856_patch_1_2.png,1
D004_c_0004860_patch_2_1.png,1
D004_c_0004861_patch_1_0.png,1
D004_c_0004864_patch_1_2.png,3
D004_c_0004865_patch_1_2.png,2
D004_c_0004867_patch_1_2.png,3
D004_c_0004870_patch_2_2.png,1
D004_c_0004871_patch_2_2.png,2
D004_c_0004874_patch_2_1.png,1
D004_c_0004875_patch_2_2.png,3
D004_c_0004876_patch_2_2.png,3
D004_c_0004877_patch_1_2.png,3
D004_c_0004878_patch_2_1.png,2
D004_c_0004881_patch_1_1.png,1
D004_c_0004882_patch_1_1.png,1
D004_c_0004883_patch_2_2.png,2
D004_c_0004884_patch_2_2.png,1
D004_c_0004885_patch_2_1.png,1
D004_c_0004890_patch_1_2.png,1
D004_c_0004892_patch_2_1.png,3
D004_c_0004893_patch_1_2.png,1
D004_c_0004894_patch_1_2.png,1
D004_c_0004896_patch_2_2.png,2
D004_c_0004897_patch_1_2.png,1
D004_c_0004898_patch_1_2.png,3
D004_c_0004900_patch_1_2.png,1
D004_c_0004906_patch_2_2.png,3
D004_c_0004907_patch_2_1.png,3
D004_c_0004908_patch_1_2.png,1
D004_c_0004911_patch_1_1.png,2
D004_c_0004912_patch_1_2.png,3
D004_c_0004917_patch_2_1.png,3
D005_c_0002749_patch_1_2.png,1
D005_c_0002752_patch_2_1.png,3
D005_c_0002753_patch_2_1.png,1
D005_c_0002756_patch_1_2.png,1
D005_c_0002761_patch_2_1.png,1
D005_c_0002762_patch_2_1.png,1
D005_c_0002767_patch_2_1.png,1
D005_c_0002774_patch_1_1.png,1
D005_c_0002777_patch_1_1.png,1
D005_c_0002779_patch_2_2.png,1
D005_c_0002780_patch_1_2.png,3
D005_c_0002784_patch_2_1.png,1
D005_c_0002785_patch_1_1.png,3
D005_c_0002787_patch_1_2.png,1
D005_c_0002789_patch_2_1.png,1
D005_c_0004102_patch_2_1.png,1
D005_c_0004103_patch_2_1.png,1
D005_c_0004104_patch_2_2.png,1
D005_c_0004106_patch_2_1.png,1
D005_c_0004108_patch_2_1.png,1
D005_c_0004109_patch_1_1.png,1
D005_c_0004110_patch_2_2.png,1
D005_c_0004111_patch_1_2.png,1
D005_c_0004112_patch_1_2.png,1
D005_c_0004113_patch_2_1.png,3
D005_c_0004117_patch_2_2.png,1
D005_c_0004120_patch_2_2.png,1
D005_c_0004121_patch_2_2.png,1
D005_c_0004122_patch_1_1.png,1
D005_c_0004124_patch_2_2.png,1
D005_c_0004127_patch_1_2.png,3
D005_c_0004128_patch_2_1.png,3
D005_c_0004129_patch_2_2.png,3
D005_c_0004130_patch_1_2.png,1
D005_c_0004131_patch_2_2.png,1
D005_c_0004132_patch_2_1.png,1
D005_c_0004137_patch_1_2.png,1
D005_c_0004138_patch_1_2.png,1
D005_c_0004139_patch_2_2.png,1
D005_c_0004781_patch_2_1.png,1
D005_c_0004783_patch_2_1.png,1
D005_c_0004785_patch_2_2.png,1
D005_c_0004787_patch_1_2.png,1
D005_c_0004788_patch_1_1.png,3
D005_c_0004795_patch_3_1.png,1
D005_c_0004796_patch_1_1.png,1
D005_c_0004797_patch_2_1.png,3
D005_c_0004800_patch_2_1.png,1
D005_c_0004803_patch_1_1.png,1
D005_c_0004806_patch_2_2.png,3
D005_c_0004811_patch_2_1.png,1
D005_c_0004813_patch_2_3.png,2
D005_c_0004817_patch_2_1.png,1
D005_c_0004823_patch_1_1.png,1
D005_c_0004825_patch_2_2.png,1
D005_c_0004828_patch_2_0.png,1
D005_c_0004829_patch_2_1.png,3
D005_c_0004831_patch_2_1.png,1
D005_c_0004835_patch_2_2.png,1
D005_c_0004840_patch_2_2.png,1
D005_c_0004845_patch_1_2.png,3
D005_c_0004848_patch_1_1.png,1
D005_c_0004854_patch_2_1.png,1
D005_c_0004855_patch_2_0.png,1
D005_c_0004861_patch_2_2.png,1
D005_c_0004863_patch_1_3.png,1
D005_c_0004866_patch_0_1.png,1
D005_c_0004872_patch_1_0.png,1
D005_c_0004877_patch_1_1.png,1
D005_c_0004884_patch_1_1.png,1
D005_c_0004889_patch_3_1.png,1
D005_c_0004893_patch_2_2.png,1
D005_c_0004898_patch_2_2.png,1
D005_c_0004902_patch_1_2.png,1
D005_c_0004905_patch_2_2.png,3
D005_c_0004908_patch_1_1.png,1
D005_c_0004912_patch_3_3.png,1
D005_c_0004913_patch_1_2.png,1
D005_c_0004914_patch_2_2.png,1
D005_c_0004960_patch_1_1.png,1
D005_c_0004964_patch_2_2.png,1
D005_c_0004967_patch_2_2.png,3
D005_c_0004987_patch_2_1.png,3
D005_c_0004989_patch_2_1.png,1
D005_c_0004990_patch_2_2.png,1
D006_c_0002703_patch_2_2.png,1
D006_c_0002704_patch_1_1.png,1
D006_c_0004815_patch_1_2.png,1
D006_c_0004816_patch_2_1.png,3
D006_c_0004817_patch_1_1.png,1
D006_c_0004818_patch_1_2.png,1
D006_c_0004820_patch_2_1.png,1
D006_c_0004821_patch_1_2.png,1
D006_c_0004823_patch_2_1.png,1
D006_c_0004824_patch_2_2.png,3
D006_c_0004825_patch_2_2.png,3
D006_c_0004827_patch_1_2.png,1
D006_c_0004828_patch_2_2.png,1
D006_c_0004829_patch_1_2.png,1
D006_c_0004830_patch_1_2.png,1
D006_c_0004832_patch_2_1.png,1
D006_c_0004833_patch_2_1.png,3
D006_c_0004834_patch_3_1.png,1
D006_c_0004835_patch_1_1.png,1
D006_c_0004836_patch_2_2.png,1
D006_c_0004837_patch_2_1.png,1
D006_c_0004838_patch_1_1.png,1
D006_c_0004839_patch_1_3.png,1
D006_c_0004840_patch_1_2.png,1
D006_c_0004841_patch_1_2.png,1
D006_c_0004842_patch_1_1.png,1
D006_c_0004843_patch_1_2.png,1
D006_c_0004844_patch_2_1.png,1
D006_c_0004847_patch_2_2.png,1
D006_c_0004848_patch_2_1.png,1
D006_c_0004849_patch_2_1.png,3
D006_c_0004850_patch_1_2.png,1
D006_c_0004851_patch_2_1.png,1
D007_c_0002533_patch_3_1.png,1
D007_c_0002535_patch_0_2.png,1
D007_c_0003816_patch_2_1.png,3
D007_c_0003817_patch_2_1.png,1
D007_c_0003818_patch_2_1.png,1
D007_c_0003819_patch_1_1.png,1
D007_c_0003821_patch_1_0.png,1
D007_c_0003822_patch_2_2.png,1
D007_c_0003823_patch_2_1.png,1
D007_c_0003824_patch_1_2.png,1
D007_c_0003826_patch_2_1.png,3
D007_c_0003828_patch_1_1.png,1
D007_c_0003829_patch_2_1.png,1
D007_c_0003830_patch_2_1.png,1
D007_c_0003832_patch_0_3.png,1
D007_c_0003834_patch_0_0.png,1
D007_c_0003835_patch_1_2.png,2
D007_c_0003836_patch_2_1.png,3
D007_c_0003838_patch_2_1.png,1
D007_c_0003840_patch_1_2.png,3
D007_c_0003841_patch_3_3.png,3
D007_c_0003842_patch_2_1.png,1
D007_c_0004892_patch_0_3.png,3
D007_c_0004894_patch_2_2.png,3
D007_c_0004895_patch_1_1.png,3
D007_c_0004896_patch_1_1.png,1
D007_c_0004897_patch_2_1.png,1
D007_c_0004898_patch_1_2.png,3
D007_c_0004899_patch_1_1.png,1
D007_c_0004900_patch_1_1.png,1
D007_c_0004901_patch_2_1.png,1
D007_c_0004902_patch_1_2.png,1
D007_c_0004904_patch_2_1.png,1
D007_c_0004906_patch_2_1.png,1
D007_c_0004908_patch_1_2.png,1
D007_c_0004909_patch_1_1.png,1
D007_c_0004911_patch_1_2.png,1
D007_c_0004912_patch_2_2.png,1
D007_c_0004913_patch_2_1.png,1
D007_c_0004916_patch_1_2.png,1
D007_c_0004918_patch_2_2.png,3
D007_c_0004919_patch_2_2.png,2
D007_c_0004920_patch_2_2.png,1
D007_c_0004921_patch_2_1.png,3
D007_c_0004922_patch_1_0.png,1
D007_c_0004923_patch_2_1.png,3
D007_c_0004924_patch_2_1.png,1
D007_c_0004925_patch_1_2.png,1
D007_c_0004927_patch_2_2.png,1
D007_c_0004928_patch_1_2.png,3
D007_c_0004929_patch_0_2.png,1
D007_c_0004932_patch_1_2.png,2
D007_c_0004933_patch_2_2.png,3
D007_c_0004935_patch_1_1.png,3
D007_c_0004936_patch_1_1.png,1
D007_c_0004937_patch_2_1.png,3
D007_c_0004940_patch_1_1.png,1
D007_c_0004942_patch_2_1.png,3
D007_c_0004947_patch_2_1.png,1
D007_c_0004948_patch_1_2.png,1
D007_c_0004951_patch_2_1.png,1
D007_c_0004953_patch_2_2.png,1
D007_c_0004954_patch_1_1.png,1
D007_c_0004955_patch_1_2.png,3
D007_c_0004957_patch_2_1.png,3
D007_c_0004960_patch_0_0.png,1
D007_c_0004961_patch_2_1.png,1
D007_c_0004964_patch_2_1.png,3
D007_c_0004966_patch_1_2.png,3
D007_c_0004967_patch_2_1.png,3
D007_c_0004971_patch_2_2.png,1
D007_c_0004972_patch_1_1.png,1
D007_c_0004973_patch_1_2.png,1
D007_c_0004974_patch_0_1.png,1
D007_c_0004975_patch_2_0.png,3
D007_c_0004976_patch_0_1.png,1
D007_c_0004978_patch_0_2.png,1
D007_c_0004981_patch_2_1.png,3
D007_c_0004983_patch_2_2.png,1
D007_c_0004989_patch_0_3.png,3
D007_c_0004991_patch_2_2.png,3
D007_c_0004992_patch_2_1.png,1
D007_c_0004993_patch_1_2.png,3
D008_c_0002637_patch_2_2.png,1
D008_c_0002639_patch_3_2.png,1
D008_c_0002640_patch_2_2.png,1
D008_c_0002642_patch_1_3.png,3
D008_c_0002643_patch_2_1.png,3
D008_c_0002644_patch_2_2.png,1
D008_c_0002645_patch_2_2.png,1
D008_c_0002647_patch_1_2.png,1
D008_c_0002648_patch_2_1.png,1
D008_c_0002649_patch_2_1.png,1
D008_c_0002651_patch_1_2.png,3
D008_c_0002652_patch_2_2.png,1
D008_c_0003103_patch_3_1.png,1
D008_c_0003819_patch_1_1.png,1
D008_c_0003822_patch_2_1.png,1
D008_c_0003823_patch_1_1.png,1
D008_c_0003824_patch_2_2.png,1
D008_c_0003825_patch_1_2.png,1
D008_c_0003826_patch_1_2.png,1
D008_c_0003827_patch_2_1.png,1
D008_c_0003830_patch_2_1.png,1
D008_c_0003832_patch_2_1.png,1
D008_c_0003835_patch_1_2.png,1
D008_c_0003836_patch_1_2.png,3
D008_c_0003837_patch_1_2.png,1
D008_c_0003838_patch_2_2.png,1
D008_c_0003839_patch_2_2.png,1
D008_c_0003840_patch_2_0.png,1
D008_c_0003841_patch_2_0.png,1
D008_c_0003842_patch_2_2.png,1
D008_c_0003843_patch_2_2.png,3
D008_c_0004788_patch_3_1.png,1
D008_c_0004791_patch_0_1.png,1
D008_c_0004795_patch_2_1.png,1
D008_c_0004796_patch_2_1.png,1
D008_c_0004797_patch_2_1.png,3
D008_c_0004798_patch_2_1.png,1
D008_c_0004799_patch_1_1.png,3
D008_c_0004801_patch_1_1.png,1
D008_c_0004803_patch_2_1.png,1
D008_c_0004805_patch_1_1.png,1
D008_c_0004806_patch_2_1.png,1
D008_c_0004809_patch_2_1.png,3
D008_c_0004811_patch_2_0.png,1
D008_c_0004812_patch_1_1.png,1
D008_c_0004813_patch_2_1.png,1
D008_c_0004814_patch_2_2.png,3
D008_c_0004815_patch_1_1.png,1
D008_c_0004816_patch_0_1.png,1
D008_c_0004817_patch_1_2.png,1
D008_c_0004822_patch_1_1.png,1
D008_c_0004829_patch_2_1.png,1
D008_c_0004829_patch_2_2.png,3
D008_c_0004833_patch_2_1.png,1
D008_c_0004840_patch_1_2.png,1
D008_c_0004844_patch_1_1.png,1
D008_c_0004850_patch_1_2.png,1
D008_c_0004852_patch_1_1.png,1
D008_c_0004855_patch_1_0.png,1
D008_c_0004857_patch_2_1.png,1
D008_c_0004860_patch_1_2.png,1
D008_c_0004862_patch_2_1.png,1
D008_c_0004865_patch_1_1.png,1
D008_c_0004872_patch_1_1.png,3
D008_c_0004879_patch_3_1.png,3
D008_c_0004885_patch_2_1.png,3
D008_c_0004889_patch_2_2.png,1
D008_c_0004890_patch_1_1.png,3
D008_c_0004897_patch_2_1.png,1
D008_c_0004898_patch_2_1.png,1
D008_c_0004900_patch_1_1.png,1
D008_c_0004904_patch_1_1.png,1
D008_c_0004908_patch_0_2.png,1
D008_c_0004908_patch_2_1.png,3
D008_c_0004912_patch_2_1.png,1
D008_c_0004915_patch_1_1.png,1
D008_c_0004919_patch_2_1.png,1
D008_c_0004923_patch_1_1.png,1
D008_c_0004930_patch_3_0.png,1
D008_c_0004932_patch_2_2.png,1
D008_c_0004937_patch_2_2.png,1
D008_c_0004940_patch_2_2.png,3
D008_c_0004942_patch_1_1.png,1
D008_c_0004944_patch_1_1.png,1
D008_c_0004945_patch_1_1.png,1
D008_c_0004947_patch_0_1.png,1
D008_c_0004949_patch_2_1.png,1
D008_c_0004955_patch_2_2.png,3
D008_c_0004958_patch_1_2.png,3
D008_c_0004961_patch_2_0.png,1
D008_c_0004961_patch_2_1.png,3
D008_c_0004964_patch_1_1.png,1
D008_c_0004973_patch_1_2.png,1
D008_c_0004974_patch_1_2.png,3
D008_c_0004976_patch_1_2.png,1
D008_c_0004977_patch_1_1.png,3
D008_c_0004982_patch_1_2.png,1
D008_c_0004992_patch_0_1.png,1
D008_c_0004992_patch_2_1.png,1
D008_c_0004999_patch_2_1.png,1
D010_c_0002856_patch_2_1.png,3
D010_c_0004118_patch_1_1.png,3
D010_c_0004119_patch_1_2.png,1
D010_c_0004120_patch_2_2.png,1
D010_c_0004121_patch_1_2.png,3
D010_c_0004122_patch_1_2.png,1
D010_c_0004123_patch_2_1.png,3
D010_c_0004125_patch_2_1.png,1
D010_c_0004126_patch_1_2.png,1
D010_c_0004127_patch_1_2.png,1
D010_c_0004128_patch_1_2.png,1
D010_c_0004129_patch_1_2.png,1
D010_c_0004130_patch_2_2.png,3
D010_c_0004131_patch_2_1.png,3
D010_c_0004132_patch_2_1.png,1
D014_c_0003296_patch_2_1.png,3
D014_c_0003297_patch_3_1.png,1
D014_c_0003298_patch_0_1.png,1
D014_c_0003299_patch_1_2.png,1
D014_c_0003302_patch_1_2.png,1
D014_c_0003303_patch_1_1.png,3
D014_c_0003306_patch_2_1.png,3
D014_c_0003307_patch_1_2.png,1
D014_c_0003921_patch_1_2.png,1
D014_c_0003923_patch_1_1.png,1
D014_c_0003924_patch_2_1.png,3
D014_c_0003926_patch_3_1.png,3
D014_c_0003928_patch_2_1.png,3
D014_c_0003929_patch_2_2.png,3
D014_c_0003931_patch_2_2.png,1
D014_c_0003932_patch_2_1.png,1
D014_c_0004768_patch_1_1.png,1
D014_c_0004770_patch_2_1.png,1
D014_c_0004771_patch_2_1.png,2
D014_c_0004772_patch_2_2.png,2
D014_c_0004774_patch_1_2.png,3
D014_c_0004775_patch_2_2.png,3
D014_c_0004776_patch_1_2.png,2
D014_c_0004778_patch_1_2.png,1
D014_c_0004780_patch_1_2.png,1
D014_c_0004781_patch_3_1.png,3
D014_c_0004782_patch_3_1.png,1
D014_c_0004783_patch_2_1.png,3
D014_c_0004784_patch_1_2.png,1
D014_c_0004785_patch_1_2.png,1
D014_c_0004786_patch_1_1.png,1
D014_c_0004787_patch_1_2.png,1
D014_c_0004788_patch_3_1.png,3
D014_c_0004789_patch_1_2.png,1
D014_c_0004790_patch_3_1.png,3
D014_c_0004791_patch_1_1.png,1
D014_c_0004792_patch_3_2.png,1
D014_c_0004793_patch_2_1.png,3
D014_c_0004794_patch_2_1.png,3
D014_c_0004795_patch_2_1.png,3
D014_c_0004796_patch_1_2.png,2
D014_c_0004797_patch_2_1.png,3
D014_c_0004798_patch_2_2.png,1
D014_c_0004799_patch_1_2.png,3
D014_c_0004801_patch_1_2.png,2
D014_c_0004806_patch_1_1.png,3
D014_c_0004808_patch_2_1.png,3
D014_c_0004809_patch_2_2.png,1
D014_c_0004810_patch_2_1.png,3
D014_c_0004813_patch_2_1.png,3
D014_c_0004814_patch_2_1.png,3
D014_c_0004815_patch_2_2.png,3
D014_c_0004816_patch_1_2.png,1
D014_c_0004817_patch_1_2.png,3
D014_c_0004821_patch_1_2.png,3
D014_c_0004823_patch_2_1.png,3
D014_c_0004823_patch_2_2.png,1
D014_c_0004825_patch_2_1.png,2
D014_c_0004827_patch_1_1.png,1
D014_c_0004830_patch_2_2.png,3
D014_c_0004831_patch_1_1.png,1
D014_c_0004838_patch_1_2.png,1
D014_c_0004839_patch_2_1.png,1
D014_c_0004841_patch_2_2.png,1
D014_c_0004842_patch_2_1.png,3
D014_c_0004845_patch_2_2.png,3
D014_c_0004853_patch_1_1.png,3
D014_c_0004855_patch_2_1.png,1
D014_c_0004858_patch_1_1.png,3
D014_c_0004860_patch_2_1.png,3
D014_c_0004863_patch_2_1.png,1
D014_c_0004870_patch_2_1.png,3
D014_c_0004875_patch_1_2.png,1
D014_c_0004876_patch_2_1.png,1
D014_c_0004879_patch_0_2.png,1
D014_c_0004880_patch_2_1.png,1
D014_c_0004884_patch_2_1.png,1
D014_c_0004901_patch_2_2.png,1
D014_c_0004902_patch_1_2.png,1
D014_c_0004903_patch_1_2.png,3
D014_c_0004904_patch_2_1.png,3
