filename,cluster_label
D002_c_0000000.JPG,1
D002_c_0000002.JPG,3
D002_c_0000026.JPG,2
D002_c_0000027.JPG,1
D002_c_0000028.JPG,1
D002_c_0000052.JPG,1
D002_c_0000053.JPG,1
D002_c_0000055.JPG,1
D002_c_0000077.JPG,4
D002_c_0000078.JPG,1
